date,stadium,race,combo,prob%,odds_at_scan,result_combo,hit,payout,pnl
20260707,02,3,3-1-4,2.06,63.6,4-6-2,×,0,-100
20260707,02,9,3-1-4,2.02,64.6,3-5-1,×,0,-100
20260707,20,2,3-2-1,3.98,32.8,2-1-6,×,0,-100
20260707,08,4,3-4-1,2.44,53.4,1-3-5,×,0,-100
20260707,01,11,5-1-2,3.16,41.2,3-1-2,×,0,-100
20260707,11,9,1-4-3,4.91,26.5,1-3-4,×,0,-100
20260707,08,9,1-4-2,14.29,9.1,6-1-2,×,0,-100
20260707,20,11,1-6-4,1.81,71.9,1-4-3,×,0,-100
20260707,01,12,1-5-4,5.0,26.0,1-4-2,×,0,-100
20260707,12,1,1-5-3,2.09,62.1,1-3-4,×,0,-100
20260707,18,8,1-3-4,14.75,8.8,1-3-4,○,880,780
20260707,04,9,2-1-3,2.21,58.6,1-4-3,×,0,-100
20260707,04,10,1-4-3,4.04,32.1,1-4-2,×,0,-100
20260707,13,2,2-1-3,13.22,9.8,1-2-4,×,0,-100
20260707,01,3,1-2-3,10.7,12.1,2-3-6,×,0,-100
20260707,20,5,1-4-2,5.11,25.3,2-1-3,×,0,-100
20260707,20,4,1-3-2,11.66,11.1,3-5-2,×,0,-100
20260707,13,11,1-2-6,3.79,34.1,4-5-2,×,0,-100
20260707,05,11,1-2-5,1.88,68.6,5-3-2,×,0,-100
20260707,04,4,3-2-1,2.57,50.2,3-4-1,×,0,-100
20260707,04,2,1-4-2,3.63,35.6,1-5-2,×,0,-100
20260707,12,8,4-1-3,1.91,67.6,1-3-4,×,0,-100
20260707,01,2,1-3-4,9.21,14.0,3-2-5,×,0,-100
20260707,04,2,4-1-2,2.02,63.9,1-5-2,×,0,-100
20260707,10,2,1-3-2,8.42,15.3,6-2-3,×,0,-100
20260707,11,2,1-3-4,2.02,63.6,1-4-3,×,0,-100
20260707,24,11,1-2-5,1.68,76.4,1-2-4,×,0,-100
20260707,13,7,1-2-5,1.56,81.9,1-4-5,×,0,-100
20260707,04,10,1-2-3,8.15,15.7,1-4-2,×,0,-100
20260707,08,9,2-4-1,7.06,18.1,6-1-2,×,0,-100
20260707,20,9,2-1-4,4.58,27.9,1-3-2,×,0,-100
20260707,20,9,2-4-1,1.73,74.0,1-3-2,×,0,-100
20260707,02,7,4-1-3,1.9,67.1,5-4-1,×,0,-100
20260707,12,10,2-5-1,1.31,97.4,1-2-5,×,0,-100
20260707,02,10,1-2-4,8.73,14.6,2-1-5,×,0,-100
20260707,13,8,1-4-2,7.45,17.1,1-6-4,×,0,-100
20260707,05,6,2-3-1,1.49,85.4,5-4-1,×,0,-100
20260707,24,5,1-5-3,9.09,14.0,1-3-5,×,0,-100
20260707,11,3,1-2-4,3.63,35.0,1-3-4,×,0,-100
20260707,24,10,1-5-4,1.65,77.1,1-3-4,×,0,-100
20260707,02,8,1-3-2,15.46,8.2,2-3-1,×,0,-100
20260707,08,4,5-1-3,1.86,68.3,1-3-5,×,0,-100
20260707,24,1,2-5-1,2.32,54.6,3-4-1,×,0,-100
20260707,08,2,1-4-2,4.44,28.5,3-2-1,×,0,-100
20260707,10,10,2-4-3,1.27,99.4,3-5-1,×,0,-100
20260707,11,9,4-1-2,1.55,81.4,1-3-4,×,0,-100
20260707,05,5,1-4-2,7.19,17.6,1-3-5,×,0,-100
20260707,05,5,1-5-3,2.05,61.5,1-3-5,×,0,-100
20260707,02,2,1-3-4,5.82,21.7,5-1-4,×,0,-100
20260707,12,12,1-6-3,2.29,55.2,2-3-1,×,0,-100
20260707,13,1,3-5-1,4.38,28.8,2-1-5,×,0,-100
20260707,02,11,2-1-3,2.97,42.4,1-2-4,×,0,-100
20260707,20,12,1-3-6,3.63,34.7,1-3-2,×,0,-100
20260707,02,5,1-5-4,2.92,43.1,4-1-2,×,0,-100
20260707,04,11,1-4-2,11.55,10.9,1-2-5,×,0,-100
20260707,13,7,1-6-4,1.66,75.8,1-4-5,×,0,-100
20260707,11,7,1-2-4,7.81,16.1,2-3-4,×,0,-100
20260707,04,7,1-4-2,1.39,90.6,1-6-4,×,0,-100
20260707,10,6,1-2-5,13.07,9.6,5-1-6,×,0,-100
20260707,02,2,3-4-1,1.27,99.1,5-1-4,×,0,-100
20260707,08,5,3-1-5,1.58,79.2,4-5-6,×,0,-100
20260707,05,11,1-4-5,1.42,88.1,5-3-2,×,0,-100
20260707,18,6,2-1-3,2.72,46.0,1-5-2,×,0,-100
20260707,11,11,4-2-1,2.47,50.7,1-6-4,×,0,-100
20260707,18,6,5-2-1,2.0,62.6,1-5-2,×,0,-100
20260707,20,6,1-3-2,6.04,20.7,6-3-1,×,0,-100
20260707,05,5,1-2-3,4.74,26.4,1-3-5,×,0,-100
20260707,24,11,1-4-3,10.6,11.8,1-2-4,×,0,-100
20260707,02,11,1-2-4,8.8,14.2,1-2-4,○,1420,1320
20260707,04,1,1-2-6,2.34,53.4,6-2-3,×,0,-100
20260707,20,9,1-4-3,2.61,47.8,1-3-2,×,0,-100
20260707,24,10,3-1-4,4.02,31.0,1-3-4,×,0,-100
20260707,13,3,3-4-2,1.43,87.3,2-1-3,×,0,-100
20260707,08,6,3-1-4,1.41,88.5,4-1-2,×,0,-100
20260707,12,10,2-1-3,3.03,41.0,1-2-5,×,0,-100
20260707,01,5,6-2-1,1.98,62.8,6-1-5,×,0,-100
20260707,12,11,2-1-4,2.58,48.1,2-4-5,×,0,-100
20260707,18,3,1-3-4,10.17,12.2,6-1-4,×,0,-100
20260707,18,6,2-5-1,1.9,65.3,1-5-2,×,0,-100
20260707,13,3,3-4-1,2.59,47.9,2-1-3,×,0,-100
20260707,13,4,2-4-1,3.91,31.7,4-5-3,×,0,-100
20260707,10,2,2-1-4,4.67,26.5,6-2-3,×,0,-100
20260707,11,7,1-3-2,2.6,47.6,2-3-4,×,0,-100
20260707,10,11,4-1-2,3.66,33.8,6-2-1,×,0,-100
20260707,24,1,5-1-2,2.05,60.3,3-4-1,×,0,-100
20260707,24,11,1-2-4,2.73,45.2,1-2-4,○,5170,5070
20260707,13,2,1-3-2,6.17,20.0,1-2-4,×,0,-100
20260707,24,6,2-1-4,5.82,21.2,2-3-1,×,0,-100
20260707,18,7,3-1-4,4.39,28.1,3-5-4,×,0,-100
20260707,20,10,1-2-5,1.62,76.2,1-4-3,×,0,-100
20260707,11,11,3-1-2,1.38,89.1,1-6-4,×,0,-100
20260707,04,3,3-2-1,1.55,79.7,3-4-6,×,0,-100
20260707,02,3,2-4-1,1.29,95.9,4-6-2,×,0,-100
20260707,01,3,3-1-2,1.95,63.1,2-3-6,×,0,-100
20260707,24,9,1-2-4,7.74,15.9,1-2-3,×,0,-100
20260707,18,7,4-1-2,2.51,48.9,3-5-4,×,0,-100
20260707,24,5,1-5-4,1.85,66.2,1-3-5,×,0,-100
20260707,11,10,3-1-2,7.62,16.1,3-1-4,×,0,-100
20260707,10,12,1-3-2,5.09,24.1,1-2-4,×,0,-100
20260707,18,4,1-3-6,2.28,53.7,5-4-1,×,0,-100
20260707,02,2,1-3-2,7.84,15.6,5-1-4,×,0,-100
20260707,02,2,2-3-1,1.83,66.8,5-1-4,×,0,-100
20260707,24,7,4-2-1,1.74,70.1,4-1-5,×,0,-100
20260707,24,3,2-4-1,3.17,38.5,2-5-4,×,0,-100
20260707,04,5,1-4-2,3.41,35.8,2-3-5,×,0,-100
20260707,13,3,1-2-3,6.78,18.0,2-1-3,×,0,-100
20260707,08,3,3-1-6,1.6,76.1,1-6-2,×,0,-100
20260707,11,11,2-4-1,2.27,53.8,1-6-4,×,0,-100
20260707,10,7,2-1-6,2.68,45.4,1-3-2,×,0,-100
20260707,10,4,1-3-5,5.22,23.3,1-5-2,×,0,-100
20260707,18,5,1-3-4,5.9,20.6,1-3-5,×,0,-100
20260707,18,7,4-5-3,1.56,78.1,3-5-4,×,0,-100
20260707,24,9,1-3-4,4.16,29.2,1-2-3,×,0,-100
20260707,05,11,1-5-4,1.49,81.4,5-3-2,×,0,-100
20260707,12,3,1-2-3,5.04,24.1,4-6-2,×,0,-100
20260707,12,6,1-5-2,7.93,15.3,1-5-2,○,1530,1430
20260707,01,4,4-3-2,2.66,45.6,2-3-4,×,0,-100
20260707,11,11,1-5-4,1.8,67.4,1-6-4,×,0,-100
20260707,10,6,1-2-6,2.39,50.8,5-1-6,×,0,-100
20260707,05,2,2-4-1,5.69,21.3,1-4-6,×,0,-100
20260707,01,7,1-4-2,1.6,75.6,1-3-5,×,0,-100
20260707,05,9,1-3-5,4.21,28.8,3-5-6,×,0,-100
20260707,04,5,1-3-4,4.03,30.0,2-3-5,×,0,-100
20260707,10,10,3-4-2,2.53,47.9,3-5-1,×,0,-100
20260707,13,11,1-5-6,1.89,64.1,4-5-2,×,0,-100
20260707,12,12,1-3-5,4.72,25.6,2-3-1,×,0,-100
20260707,08,8,1-3-2,1.88,64.2,2-3-6,×,0,-100
20260707,10,10,3-2-4,2.38,50.7,3-5-1,×,0,-100
20260707,04,8,5-1-4,4.39,27.5,2-1-5,×,0,-100
20260707,24,8,2-3-1,2.71,44.5,2-1-5,×,0,-100
20260707,01,4,1-2-3,3.13,38.4,2-3-4,×,0,-100
20260707,12,3,1-3-6,1.88,64.0,4-6-2,×,0,-100
20260707,24,8,2-1-3,9.32,12.9,2-1-5,×,0,-100
20260707,11,7,1-2-3,4.73,25.4,2-3-4,×,0,-100
20260707,10,6,1-4-5,1.81,66.3,5-1-6,×,0,-100
